id,horizon,number_reps,W_proxy,ldes_error,macme,abs_ldes_error
e05b8feef97a67d41f1e,10,90,0.0,0.35722782577398,0.065464536566685,0.35722782577398
8eba26dfd9d88e75ddc1,10,90,0.25,0.2734622579912601,0.0484122104726337,0.2734622579912601
2a4ca2ad32f32c6bc8f7,10,90,0.5,0.0461413914339751,0.0711231770150554,0.0461413914339751
7233c206025329653eff,10,90,0.75,-0.0091053732665844,0.1203199362991391,0.0091053732665844
260ae895f9b0ca467ce5,10,90,1.0,-0.0489479007144353,0.1488402231315675,0.0489479007144353
d04f7446b6aef1acd5b1,10,180,0.0,0.168553762777187,0.0257945880912348,0.168553762777187
bf7bcba468a9d8f4af04,10,180,0.25,0.1520448110640691,0.0274432857641447,0.1520448110640691
bc7c26c5c0964e299efd,10,180,0.5,0.0292488437335202,0.0733658961492717,0.0292488437335202
5123bff8af0044d170e1,10,180,0.75,-0.0358277553797721,0.0662809002794505,0.0358277553797721
3cc17c4637d8ff25a8b8,10,180,1.0,-0.097852881249609,0.0946774749496938,0.097852881249609
30a20aaf344f3aa676f1,10,14,0.0,0.2933598055118023,0.1996662961663974,0.2933598055118023
e88b0ba93e7eb15ee538,10,14,0.25,0.3730834225416389,0.2370694995729925,0.3730834225416389
1888ae840dfb1e0d551e,10,14,0.5,0.2898791865781071,0.1731796811552364,0.2898791865781071
9d59b7155e412600cea4,10,14,0.75,0.057367980670919,0.1031402463424848,0.057367980670919
67eb98ec034855089646,10,14,1.0,-0.1553602951934334,0.1231566595395351,0.1553602951934334
20620bf17b74ea9e29f2,10,30,0.0,0.4281463103355004,0.1464490387794677,0.4281463103355004
a2ca0b5e9b22600076b6,10,30,0.25,0.1931675766871308,0.0558270154114428,0.1931675766871308
fac1dc4415be33f21fb4,10,30,0.5,0.2147802926995158,0.0996094376678981,0.2147802926995158
